10	10
4	99	8	68	6	91	5	99	1	67	2	94	9	77	7	106	0	86	3	92	
5	72	3	50	0	101	4	77	2	97	8	66	6	64	1	82	7	94	9	64	
9	83	0	83	6	60	1	65	7	78	4	90	5	85	8	61	2	58	3	77	
3	54	5	66	1	54	4	107	7	94	6	77	2	68	0	76	9	63	8	67	
3	69	4	87	9	82	8	95	2	67	0	99	6	99	5	68	7	67	1	86	
1	91	4	87	5	64	6	66	8	83	7	69	2	80	9	66	3	74	0	88	
6	52	0	95	3	96	5	101	7	50	8	110	4	97	2	69	1	94	9	76	
4	95	2	51	3	82	5	95	1	71	6	66	7	85	0	58	8	95	9	79	
2	90	6	74	0	100	4	82	1	66	5	58	3	78	7	77	8	92	9	97	
3	50	0	59	1	81	7	56	9	102	8	74	6	58	4	84	5	60	2	96	
