10	10
4	99	8	68	6	91	5	99	1	67	2	94	9	77	7	99	0	86	3	92	
5	72	3	50	6	69	4	75	2	97	8	66	0	97	1	82	7	94	9	63	
9	83	8	57	0	83	1	65	6	64	5	85	7	78	4	85	2	58	3	77	
7	94	2	68	1	56	4	104	3	54	6	75	5	67	0	79	9	57	8	67	
3	69	4	88	9	82	8	87	0	99	2	67	6	95	5	68	7	67	1	86	
1	99	4	81	5	64	6	63	8	83	2	80	7	69	9	62	3	79	0	88	
7	50	1	86	4	97	3	96	0	95	8	104	2	64	5	101	6	53	9	71	
4	95	6	73	3	86	2	51	1	71	5	94	7	85	0	58	8	95	9	81	
0	100	6	69	3	83	7	91	1	66	2	90	4	81	5	59	8	92	9	97	
3	50	0	59	1	75	8	74	7	54	9	96	6	58	4	83	5	54	2	96	
